index,id,incognito,browser_id,visit_id,old_request_url,old_request_id,new_request_url,new_request_id,extension_session_uuid,event_ordinal,window_id,tab_id,frame_id,response_status,response_status_text,headers,time_stamp
10,11,0,718011058,3440779644236795,https://www.ncl.com/r05mOTvJ/2qQ4qQL/Y3LLuOk/WF/aDrO4wmN/QD9g/ExsQTwx/eEx0,119,https://www.ncl.com/r05mOTvJ/2qQ4qQL/Y3LLuOk/WF/aDrO4wmN/QD9g/ExsQTwx/eEx0,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,834,1,1,0,0,,[],2021-07-14T05:23:08.990Z
11,12,0,718011058,3440779644236795,https://www.ncl.com/static/fonts/2fede9-2-0.woff,120,https://www.ncl.com/static/fonts/2fede9-2-0.woff,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,835,1,1,0,0,,[],2021-07-14T05:23:08.990Z
12,13,0,718011058,3440779644236795,https://www.ncl.com/static/fonts/2fede9-3-0.woff,121,https://www.ncl.com/static/fonts/2fede9-3-0.woff,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,836,1,1,0,0,,[],2021-07-14T05:23:08.990Z
13,14,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.244.js?utv=ut4.45.202107091429,123,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.244.js?utv=ut4.45.202107091429,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,953,1,1,0,0,,[],2021-07-14T05:23:10.542Z
14,15,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.4.js?utv=ut4.45.202008121951,124,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.4.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,954,1,1,0,0,,[],2021-07-14T05:23:10.542Z
15,16,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.39.js?utv=ut4.45.202008121951,125,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.39.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,955,1,1,0,0,,[],2021-07-14T05:23:10.542Z
16,17,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.81.js?utv=ut4.45.202008121951,126,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.81.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,956,1,1,0,0,,[],2021-07-14T05:23:10.543Z
17,18,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.84.js?utv=ut4.45.202008121951,127,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.84.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,957,1,1,0,0,,[],2021-07-14T05:23:10.543Z
18,19,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.78.js?utv=ut4.45.202105170552,128,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.78.js?utv=ut4.45.202105170552,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,958,1,1,0,0,,[],2021-07-14T05:23:10.543Z
19,20,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.197.js?utv=ut4.45.202008121951,129,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.197.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,959,1,1,0,0,,[],2021-07-14T05:23:10.559Z
20,21,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.245.js?utv=ut4.45.202008121951,130,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.245.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,960,1,1,0,0,,[],2021-07-14T05:23:10.559Z
21,22,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.260.js?utv=ut4.45.202106081501,131,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.260.js?utv=ut4.45.202106081501,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,961,1,1,0,0,,[],2021-07-14T05:23:10.560Z
22,23,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.285.js?utv=ut4.45.202009221910,132,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.285.js?utv=ut4.45.202009221910,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,962,1,1,0,0,,[],2021-07-14T05:23:10.560Z
23,24,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.351.js?utv=ut4.45.202008121951,133,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.351.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,963,1,1,0,0,,[],2021-07-14T05:23:10.560Z
24,25,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.357.js?utv=ut4.45.202010211543,134,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.357.js?utv=ut4.45.202010211543,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,964,1,1,0,0,,[],2021-07-14T05:23:10.560Z
25,26,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.389.js?utv=ut4.45.202008121951,135,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.389.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,965,1,1,0,0,,[],2021-07-14T05:23:10.560Z
26,27,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.401.js?utv=ut4.45.202103031654,136,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.401.js?utv=ut4.45.202103031654,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,966,1,1,0,0,,[],2021-07-14T05:23:10.560Z
27,28,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.403.js?utv=ut4.45.202011191418,137,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.403.js?utv=ut4.45.202011191418,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,979,1,1,0,0,,[],2021-07-14T05:23:11.132Z
28,29,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.404.js?utv=ut4.45.202008121951,138,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.404.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,980,1,1,0,0,,[],2021-07-14T05:23:11.132Z
29,30,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.405.js?utv=ut4.45.202008121951,139,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.405.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,981,1,1,0,0,,[],2021-07-14T05:23:11.132Z
30,31,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.431.js?utv=ut4.45.202009162117,140,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.431.js?utv=ut4.45.202009162117,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,982,1,1,0,0,,[],2021-07-14T05:23:11.132Z
31,32,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.439.js?utv=ut4.45.202008121951,142,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.439.js?utv=ut4.45.202008121951,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,983,1,1,0,0,,[],2021-07-14T05:23:11.133Z
32,33,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.445.js?utv=ut4.45.202010191546,141,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.445.js?utv=ut4.45.202010191546,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,984,1,1,0,0,,[],2021-07-14T05:23:11.164Z
33,34,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.448.js?utv=ut4.45.202010191546,143,https://tags.tiqcdn.com/utag/ncl/main/prod/utag.448.js?utv=ut4.45.202010191546,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,985,1,1,0,0,,[],2021-07-14T05:23:11.164Z
34,35,0,718011058,3440779644236795,https://17c8edca.akstat.io/,144,https://17c8edca.akstat.io/,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1001,1,1,0,0,,[],2021-07-14T05:23:11.291Z
35,36,0,718011058,3440779644236795,https://norwegiancruiseline.112.2o7.net/b/ss/nclncbeprod/1/JS-2.8.2/s72374359450967?AQB=1&ndh=1&pf=1&t=14%2F6%2F2021%200%3A23%3A11%203%20300&fid=00E02370C3ECAC4F-2BC98E6251235A87&ce=UTF-8&ns=norwegiancruiseline&pageName=home&g=https%3A%2F%2Fwww.ncl.com%2F&cc=USD&server=www.ncl.com&events=event103&c2=%2F&c20=Weekday%20%3A%20Wednesday%20%3A%201%3A00AM&c21=home&v31=Weekday%20%3A%20Wednesday%20%3A%201%3A00AM&c46=New&v46=New&c48=Drupal&v71=us%20%7C%20en&c75=pdt_sl_SHIPPRIMA%7Cna_sl_rtsfromfl%7Cpdt_sl_SAILSAFEVAC%7Cpro_sl_2for1deposits&v76=true&v93=pdt_sl_SHIPPRIMA%7Cna_sl_rtsfromfl%7Cpdt_sl_SAILSAFEVAC%7Cpro_sl_2for1deposits&v120=true&v141=%3A&s=1366x768&c=24&j=1.6&v=N&k=Y&bw=450&bh=582&AQE=1,145,https://norwegiancruiseline.112.2o7.net/b/ss/nclncbeprod/1/JS-2.8.2/s72374359450967?AQB=1&ndh=1&pf=1&t=14%2F6%2F2021%200%3A23%3A11%203%20300&fid=00E02370C3ECAC4F-2BC98E6251235A87&ce=UTF-8&ns=norwegiancruiseline&pageName=home&g=https%3A%2F%2Fwww.ncl.com%2F&cc=USD&server=www.ncl.com&events=event103&c2=%2F&c20=Weekday%20%3A%20Wednesday%20%3A%201%3A00AM&c21=home&v31=Weekday%20%3A%20Wednesday%20%3A%201%3A00AM&c46=New&v46=New&c48=Drupal&v71=us%20%7C%20en&c75=pdt_sl_SHIPPRIMA%7Cna_sl_rtsfromfl%7Cpdt_sl_SAILSAFEVAC%7Cpro_sl_2for1deposits&v76=true&v93=pdt_sl_SHIPPRIMA%7Cna_sl_rtsfromfl%7Cpdt_sl_SAILSAFEVAC%7Cpro_sl_2for1deposits&v120=true&v141=%3A&s=1366x768&c=24&j=1.6&v=N&k=Y&bw=450&bh=582&AQE=1,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1123,1,1,0,0,,[],2021-07-14T05:23:11.711Z
36,37,0,718011058,3440779644236795,https://platform.twitter.com/oct.js,146,https://platform.twitter.com/oct.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1141,1,1,0,0,,[],2021-07-14T05:23:12.066Z
37,38,0,718011058,3440779644236795,https://bat.bing.com/bat.js,147,https://bat.bing.com/bat.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1142,1,1,0,0,,[],2021-07-14T05:23:12.067Z
38,39,0,718011058,3440779644236795,https://cdn.datasteam.io/js/D2D8E4A6591C7B.js,149,https://cdn.datasteam.io/js/D2D8E4A6591C7B.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1143,1,1,0,0,,[],2021-07-14T05:23:12.067Z
39,40,0,718011058,3440779644236795,https://js.adsrvr.org/up_loader.1.1.0.js,148,https://js.adsrvr.org/up_loader.1.1.0.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1144,1,1,0,0,,[],2021-07-14T05:23:12.067Z
40,41,0,718011058,3440779644236795,https://www.googletagmanager.com/gtm.js?id=GTM-TM94GFD&l=dataLayer,150,https://www.googletagmanager.com/gtm.js?id=GTM-TM94GFD&l=dataLayer,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1145,1,1,0,0,,[],2021-07-14T05:23:12.067Z
41,42,0,718011058,3440779644236795,https://uqddyyxa.micpn.com/p/js/1.js,151,https://uqddyyxa.micpn.com/p/js/1.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1146,1,1,0,0,,[],2021-07-14T05:23:12.067Z
42,43,0,718011058,3440779644236795,https://static.hotjar.com/c/hotjar-1207708.js?sv=6,152,https://static.hotjar.com/c/hotjar-1207708.js?sv=6,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1147,1,1,0,0,,[],2021-07-14T05:23:12.067Z
43,44,0,718011058,3440779644236795,https://universal.iperceptions.com/wrapper.js,153,https://universal.iperceptions.com/wrapper.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1148,1,1,0,0,,[],2021-07-14T05:23:12.071Z
44,45,0,718011058,3440779644236795,https://connect.facebook.net/en_US/fbevents.js,156,https://connect.facebook.net/en_US/fbevents.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1149,1,1,0,0,,[],2021-07-14T05:23:12.071Z
45,46,0,718011058,3440779644236795,https://s.pinimg.com/ct/core.js,157,https://s.pinimg.com/ct/core.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1150,1,1,0,0,,[],2021-07-14T05:23:12.071Z
46,47,0,718011058,3440779644236795,https://www.google-analytics.com/analytics.js,155,https://www.google-analytics.com/analytics.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1152,1,1,0,0,,[],2021-07-14T05:23:12.145Z
47,48,0,718011058,3440779644236795,https://www.googletagmanager.com/gtag/js?id=AW-701488714,159,https://www.googletagmanager.com/gtag/js?id=AW-701488714,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1181,1,1,0,0,,[],2021-07-14T05:23:12.245Z
48,49,0,718011058,3440779644236795,https://pt.ispot.tv/v2/TC-3533-1.gif?app=web&type=visit,160,https://pt.ispot.tv/v2/TC-3533-1.gif?app=web&type=visit,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1182,1,1,0,0,,[],2021-07-14T05:23:12.245Z
49,50,0,718011058,3440779644236795,https://sc-static.net/scevent.min.js,161,https://sc-static.net/scevent.min.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1183,1,1,0,0,,[],2021-07-14T05:23:12.245Z
50,51,0,718011058,3440779644236795,https://tags.tiqcdn.com/utag/tiqapp/utag.v.js?a=ncl/main/202107091429&nocookie=1,158,https://tags.tiqcdn.com/utag/tiqapp/utag.v.js?a=ncl/main/202107091429&nocookie=1,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1184,1,1,0,0,,[],2021-07-14T05:23:12.246Z
51,52,0,718011058,3440779644236795,https://platform.twitter.com/oct.js,163,https://platform.twitter.com/oct.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1185,1,1,0,0,,[],2021-07-14T05:23:12.246Z
52,53,0,718011058,3440779644236795,https://bat.bing.com/bat.js,165,https://bat.bing.com/bat.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1186,1,1,0,0,,[],2021-07-14T05:23:12.246Z
53,54,0,718011058,3440779644236795,https://cdn.datasteam.io/js/D2D8E4A6591C7B.js,164,https://cdn.datasteam.io/js/D2D8E4A6591C7B.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1187,1,1,0,0,,[],2021-07-14T05:23:12.246Z
54,55,0,718011058,3440779644236795,https://universal.iperceptions.com/wrapper.js,166,https://universal.iperceptions.com/wrapper.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1188,1,1,0,0,,[],2021-07-14T05:23:12.246Z
55,56,0,718011058,3440779644236795,https://js.adsrvr.org/up_loader.1.1.0.js,167,https://js.adsrvr.org/up_loader.1.1.0.js,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1189,1,1,0,0,,[],2021-07-14T05:23:12.246Z
56,57,0,718011058,3440779644236795,https://www.googletagmanager.com/gtm.js?id=GTM-TM94GFD&l=dataLayer,168,https://www.googletagmanager.com/gtm.js?id=GTM-TM94GFD&l=dataLayer,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1190,1,1,0,0,,[],2021-07-14T05:23:12.246Z
57,58,0,718011058,3440779644236795,https://login.dotomi.com/ucm/UCMController?dtm_com=28&dtm_fid=101&dtm_cid=3139&dtm_cmagic=e8bf0f&dtm_format=5&cli_promo_id=1&dtmc_department=home&dtmc_category=home&dtmc_ref=&dtmc_loc=https%3A//www.ncl.com/&dtm_user_token=,154,https://login-ds.dotomi.com/ucm/UCMController?dtm_com=28&dtm_fid=101&dtm_cid=3139&dtm_cmagic=e8bf0f&dtm_format=5&cli_promo_id=1&dtmc_department=home&dtmc_category=home&dtmc_loc=https%3A%2F%2Fwww.ncl.com%2F&dtm_form_uid=155106079613881823&dtm_user_ip=173.27.3.190&dtm_user_agent=Mozilla%2F5.0+%28Android+11%3B+Mobile%3B+rv%3A68.0%29+Gecko%2F68.0+Firefox%2F89.0&dtm_referrer=https%3A%2F%2Fwww.ncl.com%2F&tcflag=true,,4cd3ee81-0a00-49bf-9a96-90f307a91abb,1192,1,1,2147483654,302,HTTP/2.0 302 Found,"[[""server"",""nginx""],[""date"",""Wed, 14 Jul 2021 05:23:12 GMT""],[""content-length"",""0""],[""set-cookie"",""DotomiTest=Test; Expires=Wed, 14 Jul 2021 05:23:42 GMT; Path=/; Domain=.dotomi.com; Secure; SameSite=None;\nDotomiTestSession=TestSession; Expires=Wed, 14 Jul 2021 05:23:11 GMT; Path=/; Domain=.dotomi.com; Secure; SameSite=None;""],[""cache-control"",""no-cache, private, max-age=0, no-store""],[""expires"",""0""],[""pragma"",""no-cache""],[""p3p"",""policyref=\""/w3c/p3p.xml\"", CP=\""NOI DSP NID OUR STP\""""],[""location"",""https://login-ds.dotomi.com/ucm/UCMController?dtm_com=28&dtm_fid=101&dtm_cid=3139&dtm_cmagic=e8bf0f&dtm_format=5&cli_promo_id=1&dtmc_department=home&dtmc_category=home&dtmc_loc=https%3A%2F%2Fwww.ncl.com%2F&dtm_form_uid=155106079613881823&dtm_user_ip=173.27.3.190&dtm_user_agent=Mozilla%2F5.0+%28Android+11%3B+Mobile%3B+rv%3A68.0%29+Gecko%2F68.0+Firefox%2F89.0&dtm_referrer=https%3A%2F%2Fwww.ncl.com%2F&tcflag=true""],[""X-Firefox-Spdy"",""h2""]]",2021-07-14T05:23:12.341Z
